Region,Disease,Temperature,Humidity,Precipitation,Mobility,Socioeconomic_Status,Outbreak,Health_Advisory,Latitude,Longitude,Date
Region_8,Dengue,24.19467714,58.110603,52.1417278,0.54970822,8,0,Vaccination drive ongoing,45.68096381,-33.53783236,24-04-2020 14:00
Region_8,Flu,15.63617858,69.75499586,178.1586103,0.151118676,2,1,Stay indoors,21.64246972,-160.8682966,24-04-2020 15:00
Region_7,Dengue,31.06865115,75.95749028,60.9659894,0.940484879,1,0,Wash hands frequently,-52.64364693,-134.4365947,24-04-2020 16:00
Region_6,Flu,37.31856357,57.22895482,130.2986623,0.000449028,9,0,Avoid crowded places,69.6861976,-128.9563839,24-04-2020 17:00
Region_9,COVID-19,37.12185309,67.81704237,148.0625969,0.7556961,2,1,Vaccination drive ongoing,-45.30905909,-80.35079597,24-04-2020 18:00
Region_4,COVID-19,32.48861184,62.37453777,157.7235499,0.279473204,8,0,Wash hands frequently,-73.08282808,-87.46854377,24-04-2020 19:00
Region_1,Dengue,26.64425489,33.13834632,198.9519275,0.846086862,5,0,Wash hands frequently,-35.73015768,15.43739322,24-04-2020 20:00
Region_8,Dengue,27.80079047,74.56828124,160.6384139,0.060150884,2,1,Wash hands frequently,-3.018204153,159.875957,24-04-2020 21:00
Region_7,Flu,18.4229706,40.34171495,131.4024314,0.953000598,5,0,Wash hands frequently,-52.70712351,130.1979679,24-04-2020 22:00
Region_7,Dengue,23.52542733,31.90833187,179.0927116,0.101394884,9,1,Wash hands frequently,-29.93909964,3.298681346,24-04-2020 23:00
Region_3,Flu,19.69320189,57.07007498,181.1489271,0.787882755,6,0,Avoid crowded places,2.464774584,-173.7726265,25-04-2020 00:00
Region_4,Dengue,35.53000508,81.93825524,194.6332915,0.517342214,3,0,Avoid crowded places,-31.87090286,-155.3763948,25-04-2020 01:00
Region_10,Dengue,37.86884753,39.04976626,155.2930529,0.430394792,8,0,Vaccination drive ongoing,-73.92287673,129.7263266,25-04-2020 02:00
Region_9,Dengue,28.42308154,30.77145205,38.98546612,0.280155786,1,1,Use mosquito nets,-54.50156697,-77.89319043,25-04-2020 03:00
Region_6,COVID-19,33.19410101,36.59875415,141.9612178,0.841369535,9,1,Vaccination drive ongoing,52.95723818,-65.48744963,25-04-2020 04:00
Region_5,COVID-19,18.03661927,51.81954686,15.02568833,0.199751398,9,0,Wash hands frequently,81.77969141,-129.6801158,25-04-2020 05:00
Region_3,Flu,30.21336608,64.8103122,63.59258558,0.721241275,4,0,Use mosquito nets,-63.28135995,-99.67917046,25-04-2020 06:00
Region_9,Dengue,32.56977553,41.58072804,23.16150206,0.445791651,8,0,Vaccination drive ongoing,32.58342944,-91.01225933,25-04-2020 07:00
Region_5,Flu,26.31920324,78.1178403,189.9885214,0.998495007,3,0,Use mosquito nets,73.00435956,-31.6463525,25-04-2020 08:00
Region_5,Dengue,21.08182711,75.19782723,67.75082244,0.61139902,6,0,Avoid crowded places,-36.15428532,44.33238413,25-04-2020 09:00
Region_4,COVID-19,36.93436301,71.751817,142.6431293,0.104189604,8,1,Wash hands frequently,59.30311226,-52.86380987,25-04-2020 10:00
Region_4,COVID-19,33.572718,59.2481885,114.2636872,0.419521189,9,1,Use mosquito nets,72.88843885,-18.0492239,25-04-2020 11:00
Region_1,Dengue,37.49643205,51.91301731,21.50228261,0.06629898,8,1,Stay indoors,-36.09037973,-114.5159651,25-04-2020 12:00
Region_7,Dengue,35.46006619,52.53519726,112.2688896,0.285655634,9,0,Wash hands frequently,-79.78665419,-159.6997055,25-04-2020 13:00
Region_9,COVID-19,39.75936074,60.1842321,132.2047087,0.343316795,4,1,Avoid crowded places,75.02275592,-54.63346438,25-04-2020 14:00
Region_3,COVID-19,19.80431833,34.63888121,176.3034515,0.853176608,1,1,Avoid crowded places,-30.5131186,-157.503073,25-04-2020 15:00
Region_2,Flu,17.1686942,70.93832777,14.01712848,0.837987477,7,0,Vaccination drive ongoing,-87.52714974,-72.10075039,25-04-2020 16:00
Region_3,COVID-19,23.42506978,51.09045264,59.12679702,0.01155722,4,0,Stay indoors,-4.514440464,121.5355638,25-04-2020 17:00
Region_1,Dengue,18.22510438,43.48552668,138.4681888,0.532278615,1,0,Use mosquito nets,-69.14221545,-47.90489645,25-04-2020 18:00
Region_6,Flu,28.07825282,46.69962423,6.866327174,0.223543756,3,0,Vaccination drive ongoing,72.30633745,-110.4257644,25-04-2020 19:00
Region_7,Dengue,30.82572264,40.81765712,40.71069124,0.320093098,7,1,Avoid crowded places,-62.10082289,144.7443156,25-04-2020 20:00
Region_2,Flu,29.45721538,84.09408513,43.73407928,0.021651286,3,0,Use mosquito nets,-35.20461513,50.16576324,25-04-2020 21:00
Region_8,Dengue,21.48100338,40.14225098,133.8652826,0.749745865,1,1,Avoid crowded places,52.28103076,175.7706486,25-04-2020 22:00
Region_6,COVID-19,37.72060077,82.97556713,57.1921359,0.950589776,7,0,Avoid crowded places,55.14245465,-71.909489,25-04-2020 23:00
Region_4,Dengue,15.52930909,64.33460376,119.9191325,0.21926704,8,1,Stay indoors,72.23039796,-107.8671334,26-04-2020 00:00
Region_5,Flu,23.70033384,82.04705732,193.0696893,0.341772867,5,1,Wash hands frequently,-0.468691752,-72.74149807,26-04-2020 01:00
Region_8,Dengue,32.97481188,58.44385301,158.6485964,0.206433995,6,0,Use mosquito nets,87.60971323,112.4972493,26-04-2020 02:00
Region_3,Flu,34.17322316,85.65802317,66.58056093,0.930048664,3,1,Stay indoors,2.914021042,-125.4497296,26-04-2020 03:00
Region_3,Dengue,25.40296361,42.68944462,94.47999377,0.009355968,5,0,Avoid crowded places,52.32740249,-93.21180998,26-04-2020 04:00
Region_4,COVID-19,15.42274533,63.28150517,40.13478042,0.583862281,3,0,Avoid crowded places,-24.85756514,72.58786523,26-04-2020 05:00
Region_1,COVID-19,30.45109198,37.55032143,3.144002061,0.870763961,2,0,Stay indoors,79.43243693,85.6801553,26-04-2020 06:00
Region_9,Dengue,16.57736703,56.83321711,57.94307962,0.186307174,7,0,Use mosquito nets,33.3029208,165.1828821,26-04-2020 07:00
Region_8,Dengue,17.6963944,64.1942218,73.88172224,0.589995291,7,1,Avoid crowded places,-76.1223147,172.8546037,26-04-2020 08:00
Region_8,Dengue,31.25626799,66.34051333,112.8734346,0.050648105,8,0,Use mosquito nets,-70.46643081,58.87120285,26-04-2020 09:00
Region_10,Flu,22.81220815,51.93172781,188.8133299,0.814585134,1,0,Stay indoors,70.34589921,-49.39393647,26-04-2020 10:00
Region_6,Dengue,23.70075382,34.58013853,189.5704146,0.274429123,2,1,Avoid crowded places,55.72053225,-16.91490008,26-04-2020 11:00
Region_7,Dengue,27.17017692,69.31956428,14.01965977,0.988753417,2,0,Vaccination drive ongoing,-30.58303683,-21.8636241,26-04-2020 12:00
Region_6,Flu,39.46445987,59.30591163,122.9291359,0.92200962,3,0,Vaccination drive ongoing,3.887273463,-40.54392834,26-04-2020 13:00
Region_9,COVID-19,39.13605552,38.212732,8.470530178,0.73251597,7,0,Avoid crowded places,63.49471881,-58.23171878,26-04-2020 14:00
Region_3,Dengue,25.40652498,86.15255816,129.616215,0.496842641,7,0,Wash hands frequently,-71.38240125,-119.5558821,26-04-2020 15:00
Region_3,Dengue,21.63748043,87.34011973,23.54061246,0.766589112,7,0,Avoid crowded places,-65.13490412,-48.18274651,26-04-2020 16:00
Region_3,COVID-19,22.56480382,81.39637679,189.280565,0.130609048,1,0,Avoid crowded places,38.79484897,168.9227044,26-04-2020 17:00
Region_10,COVID-19,21.71953245,80.63209803,172.8677365,0.31019964,2,0,Avoid crowded places,-75.20301316,137.5762835,26-04-2020 18:00
Region_3,Flu,28.30614518,35.92027655,4.465766111,0.026896389,8,0,Stay indoors,-26.53803066,42.23758921,26-04-2020 19:00
Region_9,Dengue,30.1714952,89.60520657,156.4263449,0.645024642,9,0,Avoid crowded places,-44.67450201,-110.589847,26-04-2020 20:00
Region_4,Dengue,27.21948471,54.02284079,127.1794234,0.805537638,7,1,Avoid crowded places,46.85146103,136.3193073,26-04-2020 21:00
Region_7,Flu,25.19985906,39.78726695,99.07383813,0.946285554,1,0,Stay indoors,-89.55938275,-67.72824013,26-04-2020 22:00
Region_9,COVID-19,20.28212594,78.72610369,120.5268974,0.686507185,4,1,Avoid crowded places,-69.23075095,16.45735337,26-04-2020 23:00
Region_7,Flu,27.06263978,43.54384611,135.6500121,0.73209124,8,1,Vaccination drive ongoing,-72.17864262,148.2461236,27-04-2020 00:00
Region_9,COVID-19,23.52756785,61.57051924,176.8914951,0.895455778,5,1,Vaccination drive ongoing,-32.74613066,-59.51156199,27-04-2020 01:00
Region_3,Flu,28.53988657,37.68096391,153.4715322,0.936378029,1,0,Avoid crowded places,-48.15369018,148.8033842,27-04-2020 02:00
Region_4,COVID-19,31.87973539,58.4787434,115.0755639,0.49129755,7,1,Stay indoors,-48.90909868,-95.35379115,27-04-2020 03:00
Region_8,Flu,30.83280436,63.4884896,164.9231321,0.10978739,6,1,Avoid crowded places,-23.32921296,154.3331174,27-04-2020 04:00
Region_6,COVID-19,26.56225526,56.7554376,197.3845913,0.46641731,9,0,Avoid crowded places,-51.47118405,-50.88042999,27-04-2020 05:00
Region_5,COVID-19,28.90131061,34.16920949,60.03640418,0.556073863,4,0,Use mosquito nets,-70.88144604,-45.14356483,27-04-2020 06:00
Region_4,COVID-19,22.12140327,59.09634183,23.6841388,0.631544771,4,0,Wash hands frequently,14.98522758,19.08285179,27-04-2020 07:00
Region_8,COVID-19,15.60600648,58.13657061,146.2896521,0.989284557,8,0,Stay indoors,81.31278546,-55.07046972,27-04-2020 08:00
Region_1,COVID-19,30.62548635,45.69721664,195.7192668,0.917563215,4,0,Wash hands frequently,19.28968687,-18.00633171,27-04-2020 09:00
Region_9,Dengue,21.31421398,85.29609598,23.34118424,0.396364203,3,0,Use mosquito nets,46.26372071,0.476631052,27-04-2020 10:00
Region_1,COVID-19,31.72384275,55.06753996,86.3414516,0.113453686,7,0,Wash hands frequently,84.99183105,-3.232962511,27-04-2020 11:00
Region_8,Dengue,33.67521249,81.84694777,12.45352844,0.214791598,5,1,Avoid crowded places,-62.43072387,165.9994039,27-04-2020 12:00
Region_4,COVID-19,37.89819365,36.57982978,155.3063886,0.173799623,9,0,Vaccination drive ongoing,-7.234205024,-78.55615699,27-04-2020 13:00
Region_9,Dengue,38.95306989,49.13263705,189.7417431,0.356012727,5,0,Stay indoors,14.73252436,-77.55135126,27-04-2020 14:00
Region_5,Dengue,15.26315116,40.57985123,99.79883089,0.876489284,9,0,Stay indoors,-32.01969121,121.6518084,27-04-2020 15:00
Region_3,Flu,39.75935523,54.50464727,81.90422945,0.437968506,6,0,Avoid crowded places,20.36330614,-38.87681693,27-04-2020 16:00
Region_9,COVID-19,32.07545796,36.69820123,181.5438047,0.567277371,6,0,Wash hands frequently,22.28768823,-153.6490282,27-04-2020 17:00
Region_9,Flu,31.08810401,56.46208835,26.67767786,0.179166875,6,1,Stay indoors,61.60126253,-6.748567525,27-04-2020 18:00
Region_4,Flu,15.38032738,51.23224461,178.3168623,0.492848281,7,0,Use mosquito nets,59.85276888,18.0824092,27-04-2020 19:00
Region_4,COVID-19,36.5308353,43.39890284,78.42520056,0.873627721,4,0,Use mosquito nets,-64.34605101,42.36938447,27-04-2020 20:00
Region_8,Flu,18.63728618,68.53076472,111.8812825,0.773463264,4,0,Wash hands frequently,-59.59945976,-95.36642685,27-04-2020 21:00
Region_2,COVID-19,35.93325385,87.05468929,105.658421,0.081190716,9,1,Use mosquito nets,-49.9730422,170.373398,27-04-2020 22:00
Region_9,Flu,15.38906366,42.42680841,123.1958349,0.862072269,7,1,Vaccination drive ongoing,-42.97855841,85.32657781,27-04-2020 23:00
Region_6,COVID-19,31.14910656,72.70745039,188.4246628,0.273828097,6,0,Avoid crowded places,11.6088133,79.25065174,28-04-2020 00:00
Region_9,COVID-19,25.87003834,74.54285336,190.2254065,0.665716249,1,0,Stay indoors,-31.05173865,134.234087,28-04-2020 01:00
Region_8,COVID-19,20.01916823,59.88723099,166.2296534,0.146382905,7,1,Avoid crowded places,81.5332836,-170.5940768,28-04-2020 02:00
Region_7,Dengue,17.68903479,83.86010077,38.30881541,0.67464437,6,1,Wash hands frequently,-68.70574417,40.73120236,28-04-2020 03:00
Region_1,Flu,26.00319241,87.98340396,66.70326488,0.035701429,4,0,Avoid crowded places,-45.63270423,114.4212872,28-04-2020 04:00
Region_3,Dengue,18.08264513,51.73478712,97.56497005,0.600644701,8,0,Stay indoors,66.29715758,-167.6254518,28-04-2020 05:00
Region_2,Flu,27.16116529,69.06199788,181.0921879,0.645940171,7,0,Stay indoors,15.17960431,92.2124571,28-04-2020 06:00
Region_5,Flu,30.63042647,69.73275707,104.1729648,0.244496714,8,0,Wash hands frequently,8.537120326,176.29101,28-04-2020 07:00
Region_5,Flu,35.68460484,54.21813158,195.4871329,0.93697609,9,0,Stay indoors,16.98214531,33.62772587,28-04-2020 08:00
Region_5,Dengue,31.96623593,49.00746447,196.7682343,0.045972387,1,0,Use mosquito nets,-44.59237928,-27.11073964,28-04-2020 09:00
Region_4,Flu,16.62999417,86.02465189,119.7168519,0.891709327,3,0,Avoid crowded places,47.06050017,-16.70098857,28-04-2020 10:00
Region_5,Dengue,22.68581331,77.39889296,175.4990679,0.381897488,2,0,Vaccination drive ongoing,-0.624219543,64.61307955,28-04-2020 11:00
Region_3,COVID-19,22.1994652,36.86787396,199.8445424,0.713914742,3,1,Vaccination drive ongoing,-82.33273057,25.18407413,28-04-2020 12:00
Region_1,Flu,37.87581059,37.1930443,169.9433036,0.651548427,2,1,Vaccination drive ongoing,-58.11151279,103.5252851,28-04-2020 13:00
Region_5,Flu,36.69455111,85.35256613,131.3822026,0.168246216,6,0,Wash hands frequently,56.99234797,-28.21047766,28-04-2020 14:00
Region_9,COVID-19,24.25369796,34.8845859,169.0267051,0.318999276,9,1,Vaccination drive ongoing,-27.89194219,-29.76312556,28-04-2020 15:00
Region_9,COVID-19,16.7788814,71.30528077,16.53101236,0.529673481,2,0,Avoid crowded places,49.21994286,88.54753555,28-04-2020 16:00
Region_4,Flu,37.35268295,43.60549482,126.9642635,0.84651027,4,0,Stay indoors,29.40781237,52.38672165,28-04-2020 17:00
Region_3,COVID-19,37.20474882,32.11112056,43.30440645,0.954860076,5,0,Use mosquito nets,-35.73723947,100.1152919,28-04-2020 18:00
Region_1,Dengue,36.3686533,33.57825276,23.21273013,0.020586633,5,1,Vaccination drive ongoing,-67.13360208,139.3789408,28-04-2020 19:00
Region_2,Dengue,36.12704094,52.41132622,178.5742505,0.352558255,1,1,Vaccination drive ongoing,55.25015158,-85.17389598,28-04-2020 20:00
Region_8,Flu,27.00635003,34.6553071,127.9289888,0.668143925,6,1,Vaccination drive ongoing,25.75572495,-66.58708635,28-04-2020 21:00
Region_1,Dengue,19.43579131,65.798352,48.70930918,0.527729433,5,0,Use mosquito nets,-35.85644846,9.70226699,28-04-2020 22:00
Region_8,Dengue,26.93720126,68.83527068,77.35645955,0.943022116,6,1,Avoid crowded places,4.18949428,154.9630047,28-04-2020 23:00
Region_7,Flu,27.36494427,52.40811432,194.6553091,0.016969435,4,1,Vaccination drive ongoing,20.14255287,120.4876439,29-04-2020 00:00
Region_8,COVID-19,27.24829383,74.57268454,172.4364106,0.437739399,6,0,Stay indoors,-89.6186661,-11.35954107,29-04-2020 01:00
Region_6,Flu,28.46931465,59.40255121,3.1163591,0.668803848,9,1,Wash hands frequently,30.69238946,26.3227996,29-04-2020 02:00
Region_9,Dengue,21.44142557,55.8137102,195.960199,0.217583714,1,0,Use mosquito nets,28.09405207,76.43164451,29-04-2020 03:00
Region_3,Flu,24.15602953,54.41928533,73.70589467,0.725871386,6,1,Avoid crowded places,-75.13588411,8.16483067,29-04-2020 04:00
Region_10,Flu,25.8546648,55.86638924,139.0836332,0.081228628,1,0,Stay indoors,51.79560007,-144.5584605,29-04-2020 05:00
Region_4,Dengue,18.27803024,88.073259,142.5353129,0.451038529,7,0,Use mosquito nets,58.515993,-53.01475652,29-04-2020 06:00
Region_6,Dengue,26.38410336,70.8844236,182.3368871,0.676234956,4,1,Use mosquito nets,-37.77075527,-162.8595814,29-04-2020 07:00
Region_8,Flu,35.26174043,48.91259083,177.0121752,0.266757128,6,0,Wash hands frequently,-60.80172171,61.15152828,29-04-2020 08:00
Region_5,Dengue,35.70148857,74.03159221,56.34591829,0.073846418,7,0,Wash hands frequently,33.56666984,-58.63543765,29-04-2020 09:00
Region_3,Dengue,25.2890943,49.8160433,128.7070957,0.95702161,5,0,Avoid crowded places,-67.79697148,85.81056976,29-04-2020 10:00
Region_6,Dengue,27.9702078,37.54289447,78.74108459,0.913823029,9,1,Vaccination drive ongoing,64.44763505,-25.30434092,29-04-2020 11:00
Region_4,Dengue,15.8412583,58.52162145,105.1087473,0.926369912,8,0,Wash hands frequently,-3.576692692,-163.5882022,29-04-2020 12:00
Region_9,Dengue,31.86081391,75.06143155,110.9357051,0.978502383,3,1,Avoid crowded places,73.76561676,-43.33822695,29-04-2020 13:00
Region_3,Dengue,25.11514707,52.65959465,79.26868917,0.184698054,1,1,Use mosquito nets,25.59048696,-101.2699587,29-04-2020 14:00
Region_4,COVID-19,26.13694208,82.15044852,92.77880409,0.157775998,8,0,Vaccination drive ongoing,-38.68339213,-102.8553297,29-04-2020 15:00
Region_7,Flu,36.84181818,53.21716225,41.66845358,0.034214586,4,0,Stay indoors,-5.75321118,-44.06045908,29-04-2020 16:00
Region_7,Dengue,26.54586086,50.99034153,121.5292767,0.891822788,7,0,Use mosquito nets,5.282486576,172.1974717,29-04-2020 17:00
Region_4,Flu,15.52980616,89.89463483,151.7919631,0.752762841,4,0,Avoid crowded places,56.72855968,165.624932,29-04-2020 18:00
Region_6,COVID-19,20.68727227,58.94832138,85.94824082,0.633262411,7,0,Stay indoors,65.13392955,109.2435223,29-04-2020 19:00
Region_3,Dengue,26.89051536,78.31327258,195.5360176,0.927676159,1,0,Use mosquito nets,32.94211972,-91.63178989,29-04-2020 20:00
Region_6,Flu,25.60990732,78.29928336,11.44528148,0.575076614,1,0,Wash hands frequently,-37.04434107,95.01447726,29-04-2020 21:00
Region_2,Dengue,36.50925343,85.58216023,117.8321363,0.129730753,2,0,Avoid crowded places,5.142331433,-174.4691585,29-04-2020 22:00
Region_8,Dengue,28.55343773,35.09370327,116.7201547,0.176864475,5,1,Stay indoors,-66.48806657,-159.7143396,29-04-2020 23:00
Region_2,Dengue,32.24089355,46.27321659,7.259255682,0.13218393,6,0,Wash hands frequently,-48.58029442,120.8637958,30-04-2020 00:00
Region_7,Dengue,26.73308243,76.06488549,44.91403448,0.307658013,2,1,Stay indoors,-35.44944584,23.12517656,30-04-2020 01:00
Region_9,Dengue,25.99139335,63.75608954,181.1085167,0.379496833,1,0,Vaccination drive ongoing,-76.90321232,-45.60923699,30-04-2020 02:00
Region_1,Dengue,26.15716671,63.57689654,108.9028089,0.796839065,9,0,Vaccination drive ongoing,69.29794902,86.56500955,30-04-2020 03:00
Region_8,Dengue,25.27303924,39.97291811,87.27717499,0.191253911,7,0,Avoid crowded places,-67.9240481,-138.8293259,30-04-2020 04:00
Region_7,COVID-19,28.46458465,46.86918085,83.09928911,0.725365153,8,0,Stay indoors,35.4309707,-76.79287395,30-04-2020 05:00
Region_6,COVID-19,21.26108504,61.28004514,177.6321664,0.491228502,6,1,Vaccination drive ongoing,1.019136387,81.9390824,30-04-2020 06:00
Region_6,Dengue,37.27637985,46.63088188,73.40623512,0.999659921,9,0,Use mosquito nets,59.71820914,-105.4192237,30-04-2020 07:00
Region_6,Dengue,23.3271387,42.61696756,171.8333725,0.776582461,8,0,Use mosquito nets,43.38643468,36.23134712,30-04-2020 08:00
Region_9,COVID-19,18.68809585,35.26536335,61.83851986,0.968952989,4,0,Vaccination drive ongoing,46.75284096,-18.84122983,30-04-2020 09:00
Region_2,COVID-19,17.41376196,39.34356072,106.3007969,0.342351502,5,0,Vaccination drive ongoing,-14.69767002,-107.1490233,30-04-2020 10:00
Region_1,COVID-19,15.33557288,76.13206575,28.76395391,0.123050193,2,0,Avoid crowded places,60.11570446,139.8177755,30-04-2020 11:00
Region_6,Dengue,25.57140196,73.12675084,165.0060624,0.505895805,1,0,Avoid crowded places,-72.94646239,-23.21007866,30-04-2020 12:00
Region_10,Flu,19.69027471,32.75002106,147.1949742,0.124239474,6,0,Use mosquito nets,-10.00457715,35.58239122,30-04-2020 13:00
Region_8,Flu,15.54119756,42.19704512,106.0186127,0.492451705,3,0,Wash hands frequently,89.03053094,-88.90645126,30-04-2020 14:00
Region_3,Flu,28.00048866,63.6273208,5.180261496,0.269941026,4,0,Stay indoors,80.66061811,-55.15021619,30-04-2020 15:00
Region_10,Flu,31.99946372,49.35767065,96.25146637,0.491047212,1,1,Wash hands frequently,-75.2017347,-162.3658181,30-04-2020 16:00
Region_1,Dengue,17.14377627,79.39497616,45.03930565,0.949636204,6,0,Avoid crowded places,13.13740605,-6.042840259,30-04-2020 17:00
Region_9,Flu,26.52301932,77.09935846,82.67485918,0.289034064,8,0,Wash hands frequently,-33.18288988,-55.85541342,30-04-2020 18:00
Region_1,COVID-19,33.59071697,83.49483348,171.2852978,0.993434049,4,0,Avoid crowded places,41.1250563,-61.41464241,30-04-2020 19:00
Region_3,COVID-19,39.64517053,63.77587389,153.9206611,0.229329469,8,0,Wash hands frequently,42.44173806,140.3795847,30-04-2020 20:00
Region_8,Flu,31.67975862,51.12458879,48.3905819,0.208108379,3,0,Use mosquito nets,-89.98321176,73.39316336,30-04-2020 21:00
Region_3,COVID-19,21.12098877,66.36388177,196.9906866,0.544788523,7,0,Avoid crowded places,62.24745254,-15.37577046,30-04-2020 22:00
Region_4,Dengue,32.91384099,35.34820078,180.6421013,0.842044938,3,0,Use mosquito nets,-49.75511261,-109.6735654,30-04-2020 23:00
Region_8,Flu,29.94823567,30.57516106,105.7346886,0.749503519,6,0,Wash hands frequently,83.86319056,170.3705056,01-05-2020 00:00
Region_1,Flu,20.29498221,31.02561121,106.0300641,0.723536935,4,1,Vaccination drive ongoing,72.97763542,-153.0844954,01-05-2020 01:00
Region_6,Dengue,36.27777065,54.45257628,180.253193,0.282632941,6,1,Vaccination drive ongoing,-55.68137117,-131.0018273,01-05-2020 02:00
Region_1,COVID-19,25.68511068,43.68465565,127.2289617,0.022516776,7,0,Stay indoors,24.54037631,-82.68424587,01-05-2020 03:00
Region_1,Dengue,39.04944137,39.44026235,107.3376824,0.16174829,8,0,Vaccination drive ongoing,-36.65676492,163.6302079,01-05-2020 04:00
Region_8,Dengue,33.07252519,66.91956094,149.8297047,0.349473301,6,0,Stay indoors,-71.46285564,-79.60244209,01-05-2020 05:00
Region_4,COVID-19,31.11407887,89.70570256,47.01942305,0.971683751,4,1,Wash hands frequently,67.32041906,-3.086524086,01-05-2020 06:00
Region_1,Dengue,33.20882094,40.66519222,175.6754839,0.919777458,9,1,Stay indoors,-57.451235,94.01930247,01-05-2020 07:00
Region_10,COVID-19,26.95242547,62.78528545,106.2830481,0.200644587,7,0,Stay indoors,-14.22583913,154.5068281,01-05-2020 08:00
Region_7,COVID-19,27.63066195,37.18365084,120.699859,0.725622478,9,0,Stay indoors,76.35404268,37.83240334,01-05-2020 09:00
Region_5,Dengue,36.28018464,86.05418646,17.98877425,0.579016857,3,1,Use mosquito nets,-76.43621855,-41.66013501,01-05-2020 10:00
Region_5,COVID-19,32.02321342,47.50531011,61.90179175,0.04984265,5,1,Stay indoors,9.105209231,174.783114,01-05-2020 11:00
Region_1,Dengue,37.43108313,82.7003892,85.34706733,0.371705611,1,0,Avoid crowded places,12.98598702,-170.5814549,01-05-2020 12:00
Region_10,COVID-19,37.27066884,46.98458636,82.78190469,0.48607374,8,0,Wash hands frequently,47.35200792,119.5823399,01-05-2020 13:00
Region_6,Flu,39.41225085,78.36314881,155.6568732,0.667574123,1,0,Use mosquito nets,58.88355656,-80.12526503,01-05-2020 14:00
Region_9,COVID-19,32.50536647,42.56288001,56.4644795,0.294905116,1,0,Avoid crowded places,-13.65411694,114.2826526,01-05-2020 15:00
Region_9,COVID-19,27.55754294,47.56736581,36.42185247,0.933818629,7,0,Wash hands frequently,43.86294733,-121.6199238,01-05-2020 16:00
Region_8,Dengue,19.15779251,41.54852192,116.5234503,0.451879057,8,0,Use mosquito nets,73.87907709,-55.14537059,01-05-2020 17:00
Region_5,COVID-19,32.63451399,45.85559267,123.0029717,0.248529624,3,1,Wash hands frequently,69.52791583,-159.8503223,01-05-2020 18:00
Region_1,Flu,22.28944292,80.09194532,24.31666142,0.316428087,2,1,Vaccination drive ongoing,0.327432351,-108.1359878,01-05-2020 19:00
Region_9,Flu,22.0736892,68.34194985,0.493700597,0.751885429,7,1,Wash hands frequently,19.26531891,37.0052411,01-05-2020 20:00
Region_1,COVID-19,20.95719441,54.35278013,183.529816,0.640285368,5,0,Vaccination drive ongoing,31.10559514,94.14074029,01-05-2020 21:00
Region_8,COVID-19,36.87805143,88.29126162,15.92739942,0.742178021,1,0,Vaccination drive ongoing,57.43958398,148.0416459,01-05-2020 22:00
Region_5,Flu,36.69911117,57.89169163,179.5733864,0.292341825,2,0,Wash hands frequently,1.391956171,-136.9132068,01-05-2020 23:00
Region_3,Dengue,30.77426112,88.18559828,79.84297488,0.326848619,3,0,Vaccination drive ongoing,-69.85799653,-129.3937732,02-05-2020 00:00
Region_7,Flu,26.82452453,41.79521537,130.6111816,0.396719117,6,0,Use mosquito nets,-20.64568732,157.9591985,02-05-2020 01:00
Region_7,Flu,31.8028615,84.27830563,37.12293814,0.188592998,1,0,Vaccination drive ongoing,39.6363743,95.75087736,02-05-2020 02:00
Region_9,COVID-19,30.18073626,30.82933225,164.7834056,0.691044545,8,0,Stay indoors,22.28381013,14.31052417,02-05-2020 03:00
Region_7,COVID-19,25.39335621,62.71819214,36.03867738,0.329349514,2,0,Use mosquito nets,45.62852427,-8.378796531,02-05-2020 04:00
Region_3,Flu,24.49077169,55.38314366,77.30182966,0.326236224,5,0,Use mosquito nets,-0.008327102,-123.2222687,02-05-2020 05:00
Region_1,Dengue,24.5698577,61.50527073,47.6051559,0.26936497,8,0,Use mosquito nets,-58.60714094,-43.45151818,02-05-2020 06:00
Region_8,Flu,29.72833508,63.20668992,167.5011915,0.452827805,5,0,Stay indoors,-69.26264305,-45.86228245,02-05-2020 07:00
Region_3,Flu,31.1917339,53.34188124,171.6671627,0.771976079,8,1,Stay indoors,-3.372850978,53.40473815,02-05-2020 08:00
Region_8,Dengue,26.29354384,89.89187081,74.40577787,0.835608705,6,0,Stay indoors,-52.96952948,35.60578497,02-05-2020 09:00
Region_8,Flu,39.21728626,88.59043142,61.4756942,0.804507878,7,0,Stay indoors,86.80803985,-158.5040292,02-05-2020 10:00
Region_5,Flu,17.09614295,87.7047226,154.713075,0.621193578,8,0,Stay indoors,-54.22446505,125.4528502,02-05-2020 11:00
Region_1,COVID-19,23.67617565,88.74510284,175.7023944,0.280427535,3,1,Avoid crowded places,12.02117304,157.5171828,02-05-2020 12:00
Region_10,Dengue,25.47686708,77.58074393,124.8039988,0.734855206,5,0,Avoid crowded places,-89.68177185,100.8750174,02-05-2020 13:00
Region_7,COVID-19,15.42303359,89.31542874,185.4807351,0.039361942,7,1,Stay indoors,-44.3438852,-115.7816233,02-05-2020 14:00
Region_10,COVID-19,24.12392969,83.54161352,76.60876257,0.798152407,9,0,Use mosquito nets,-43.3550723,-118.0194014,02-05-2020 15:00
Region_5,Dengue,21.84274793,54.95595822,30.3772804,0.780227564,6,0,Vaccination drive ongoing,42.83773841,81.40037946,02-05-2020 16:00
